,Unnamed: 0,Municipality,Year,lt_ue,treatment,post,int,led,med,hed,lf,s_ltue_lf,s_led_ltue,s_med_ltue,s_hed_ltue,urb,pop,s_u15,s_15-64,s_o64,s_for,ex_births,net_mig,emp,ue,s_pen,dep_r,s_pri,s_sec,s_ser,lt_ue_ratio,lt_ue_med_ratio,lt_ue_led_ratio,lt_ue_change,lt_ue_ratio_change,abs_lt_ue_ratio_change
2904,2905,Valtimo,2014,32.8333333333333,0,0,1.0,14.25,15.666666666666698,0.0,974,3.3709787816564,43.4010152284264,47.7157360406091,0.0,45.9,2362.0,12.6,56.4,31.0,0.7,-16.0,-3.0,60.0,17.4,40.2,207.2,26.1,7.9,63.2,0.03370978781656396,0.016084873374401128,0.014630390143737166,0.18020304568528037,0.21129374762641012,0.0071226673994529005
2905,2906,Valtimo,2015,38.75,0,0,1.0,12.333333333333302,19.5833333333333,0.0,949,4.08324552160169,31.8279569892473,50.5376344086022,0.0,46.1,2324.0,12.7,55.6,31.7,0.8,-35.0,-4.0,61.0,17.6,40.4,204.2,24.2,9.3,64.5,0.04083245521601686,0.020635756937126767,0.012996136283807483,0.07956989247311742,0.09926161797960133,0.004053095570821445
2910,2911,Vantaa,2010,2103.5833333333303,1,0,0.0,931.333333333333,929.083333333333,208.083333333333,108375,1.9410226835832398,44.2736600245613,44.166699679119,9.89185120627501,99.6,200055.0,18.3,69.7,12.1,6.6,1580.0,-110.0,75.1,8.4,16.6,100.9,0.3,20.1,78.6,0.019410226835832343,0.008572856593617836,0.008593617839292578,0.10585112704512302,0.10679068638212104,0.0020728314466312014
2911,2912,Vantaa,2011,2326.25,1,0,0.0,1050.75,1009.25,266.25,108283,2.14830582824635,45.169263836647,43.3852767329393,11.445459430413802,99.6,203001.0,18.2,69.0,12.7,7.3,1441.0,281.0,75.8,8.2,17.0,100.3,0.3,20.5,78.1,0.021483058282463545,0.00932048428654544,0.009703739275786596,0.05885724520867048,0.05369014173663745,0.0011534284441219109
2912,2913,Vantaa,2012,2463.1666666666697,1,0,0.0,1122.5,1060.41666666667,280.25,108814,2.26364867265854,45.571418905203295,43.0509506732526,11.377630421544099,99.7,205312.0,18.2,68.4,13.4,7.8,1356.0,-316.0,75.5,8.7,17.3,102.4,0.3,21.0,77.9,0.022636486726585456,0.00974522273481969,0.010315768191592994,0.10758508694769592,0.0918021474551041,0.0020780780923395047
2913,2914,Vantaa,2013,2728.1666666666697,1,0,1.0,1233.33333333333,1152.41666666667,342.41666666666697,110387,2.4714564818924902,45.207404239721406,42.241431975074796,12.5511637852037,99.6,208098.0,18.2,67.8,14.0,8.7,1351.0,-495.0,74.3,10.3,17.6,106.9,0.3,20.8,78.1,0.02471456481892496,0.010439786085921983,0.01117281322377934,0.22279919359765274,0.21451443749922716,0.005301630970169877
2914,2915,Vantaa,2014,3336.0,1,0,1.0,1419.58333333333,1442.25,474.166666666667,111140,3.00161957890948,42.5534572342126,43.2329136690648,14.2136290967226,99.7,210803.0,18.1,67.4,14.5,9.4,1372.0,-110.0,73.3,11.4,17.8,111.1,0.3,20.9,78.0,0.030016195789094837,0.01297687601223682,0.012772929038449973,0.3314598321342926,0.3192219534764358,0.00958182865572602
2915,2916,Vantaa,2015,4441.75,1,0,1.0,1870.0,1902.41666666667,669.333333333333,112171,3.95980244448209,42.1005234423369,42.8303408941671,15.069135663496,99.7,214605.0,18.1,67.1,14.8,10.0,1208.0,1417.0,72.6,12.2,17.9,113.8,0.3,21.2,77.8,0.039598024444820856,0.016959968857072415,0.016670975564094106,0.1762631095101414,0.17093928219364465,0.006768857874884071
2920,2921,Varkaus,2010,391.5,1,0,0.0,144.916666666667,215.083333333333,27.5833333333333,10303,3.7998641172473997,37.0157513835675,54.9382716049383,7.0455512984248605,91.7,22777.0,14.2,64.2,21.6,1.6,-63.0,-151.0,59.4,17.2,30.9,177.3,1.6,34.8,62.2,0.037998641172474035,0.020875796693519653,0.01406548254553693,0.09684972328650582,0.12011524422845384,0.0045642160647811
2921,2922,Varkaus,2011,429.416666666667,1,0,0.0,162.666666666667,238.333333333333,28.0833333333333,10089,4.25628572372551,37.8808461090627,55.501649524548796,6.53987968173879,91.8,22606.0,13.8,63.7,22.6,1.9,-73.0,-167.0,60.0,16.8,31.6,176.3,1.5,34.9,62.4,0.042562857237255135,0.023623087851455348,0.016123170449664683,0.16359402289928182,0.1836559888113384,0.007816923632543923
2922,2923,Varkaus,2012,499.666666666667,1,0,0.0,183.25,286.91666666666697,29.5,9918,5.0379780869799005,36.674449633088706,57.4216144096064,5.90393595730487,91.7,22340.0,13.6,63.1,23.3,2.1,-116.0,-207.0,59.3,18.3,31.9,180.2,1.6,34.2,63.2,0.05037978086979906,0.028928883511460675,0.01847650736035491,0.022681787858571646,0.030578944521572154,0.0015405605242265474
2923,2924,Varkaus,2013,511.0,1,0,1.0,175.5,301.0,33.6666666666667,9842,5.192034139402559,34.3444227005871,58.9041095890411,6.588388780169599,91.9,22107.0,13.5,62.0,24.5,2.2,-109.0,-166.0,58.9,18.7,32.5,186.3,1.7,31.3,66.0,0.051920341394025606,0.03058321479374111,0.017831741515952043,-0.052348336594911934,-0.044288587843746625,-0.002299478600706617
2924,2925,Varkaus,2014,484.25,1,0,1.0,164.333333333333,285.25,31.9166666666667,9759,4.9620862793319,33.9356393047668,58.905524006195094,6.59094820168646,91.7,21860.0,13.3,61.2,25.5,2.3,-165.0,-124.0,58.7,19.4,33.2,190.6,1.6,33.1,64.3,0.04962086279331899,0.02922942924479967,0.01683915701745394,0.009120633281707851,0.03706910911922771,0.0018394011774757676
2925,2926,Varkaus,2015,488.666666666667,1,0,1.0,151.75,299.08333333333303,35.25,9496,5.14602639707947,31.0538881309686,61.2039563437926,7.21350613915416,91.7,21638.0,13.0,60.5,26.5,2.3,-107.0,-151.0,58.5,20.2,33.8,194.5,1.6,32.9,64.6,0.051460263970794756,0.03149571749508562,0.015980412805391742,0.04212141882673866,0.05975422929735611,0.003074968413013343
2950,2951,Vesilahti,2010,29.5833333333333,0,0,0.0,12.666666666666698,6.58333333333333,2.1666666666666696,1962,1.5078151546041498,42.816901408450704,22.253521126760603,7.32394366197183,53.9,4345.0,24.1,60.5,15.4,0.9,15.0,-28.0,74.7,7.7,20.5,135.5,16.7,10.2,69.7,0.015078151546041437,0.003355419639823308,0.006455997281685371,-0.028169014084505953,-0.060722958440295904,-0.0009155899696867576
2951,2952,Vesilahti,2011,28.75,0,0,0.0,9.5,10.1666666666667,0.0,2030,1.41625615763547,33.043478260869605,35.362318840579704,0.0,54.0,4383.0,24.0,60.4,15.6,0.9,14.0,20.0,75.5,7.3,20.6,132.5,16.7,9.8,70.2,0.01416256157635468,0.00500821018062399,0.004679802955665025,-0.03188405797101564,-0.01687075421768967,-0.0002389330954475754
2952,2953,Vesilahti,2012,27.8333333333333,0,0,0.0,6.91666666666667,11.75,0.4166666666666671,1999,1.39236284809071,24.8502994011976,42.2155688622754,1.49700598802395,54.5,4437.0,23.8,60.7,15.4,1.1,10.0,40.0,75.6,8.2,19.9,131.2,16.2,9.6,71.0,0.013923628480907104,0.005877938969484743,0.003460063365015843,0.8413173652694633,0.810523075835542,0.011285422183136181
2953,2954,Vesilahti,2013,51.25,0,0,1.0,15.916666666666698,22.75,2.0833333333333304,2033,2.52090506640433,31.0569105691057,44.390243902439,4.0650406504065,55.3,4473.0,23.8,60.1,16.1,1.0,18.0,16.0,75.0,10.6,20.4,137.3,15.6,9.9,71.5,0.025209050664043286,0.01119035907525824,0.007829152320052483,0.27967479674796686,0.24417927393047179,0.0061555276876225674
2954,2955,Vesilahti,2014,65.5833333333333,0,0,1.0,19.0833333333333,33.8333333333333,6.33333333333333,2091,3.1364578351665897,29.097839898348198,51.5883100381194,9.6569250317662,55.0,4492.0,23.3,60.1,16.6,1.0,6.0,19.0,74.2,11.5,20.5,140.2,16.8,10.7,69.6,0.03136457835166585,0.016180455922206266,0.009126414793559684,0.21219822109275793,0.20128269208765728,0.0063131467668175595
2955,2956,Vesilahti,2015,79.5,0,0,1.0,22.1666666666667,44.5,8.16666666666667,2110,3.76777251184834,27.8825995807128,55.9748427672956,10.272536687631,55.3,4489.0,22.9,60.1,17.0,1.1,8.0,-8.0,73.5,12.6,20.6,141.9,15.0,11.3,69.7,0.03767772511848341,0.021090047393364928,0.010505529225908389,0.2610062893081761,0.25921593489836803,0.009766666741431403
2970,2971,Vieremä,2010,45.25,0,0,0.0,27.6666666666667,19.25,0.0,1868,2.42237687366167,61.141804788213605,42.5414364640884,0.0,36.9,3982.0,15.8,62.6,21.6,1.4,8.0,-18.0,67.8,11.2,30.1,148.7,26.8,38.6,33.0,0.0242237687366167,0.010305139186295503,0.014810849393290524,0.12154696132596685,0.151126221844454,0.003660846647998685
2971,2972,Vieremä,2011,50.75,0,0,0.0,25.0,22.75,0.0,1820,2.7884615384615397,49.2610837438424,44.8275862068966,0.0,37.5,3962.0,15.7,62.0,22.2,1.5,2.0,-35.0,69.9,9.2,30.1,144.0,25.2,40.5,32.5,0.027884615384615386,0.0125,0.013736263736263736,0.08866995073891626,0.0989347256488228,0.0027587567728998667
2972,2973,Vieremä,2012,55.25,0,0,0.0,31.1666666666667,19.75,0.0,1803,3.06433721575153,56.410256410256395,35.7466063348416,0.0,37.8,3930.0,15.5,62.0,22.4,1.7,-16.0,-25.0,66.4,13.0,30.4,156.7,25.9,40.8,32.2,0.030643372157515253,0.010953965612867444,0.017286004806803493,0.19155354449472037,0.2008781669781894,0.006155584429032149
2973,2974,Vieremä,2013,65.8333333333333,0,0,1.0,38.0,26.0,0.0,1789,3.6798956586547407,57.721518987341796,39.493670886076,0.0,37.2,3874.0,15.8,60.9,23.4,1.8,-9.0,-51.0,67.3,12.6,31.1,157.2,25.3,40.8,32.6,0.0367989565865474,0.014533258803801007,0.021240916713247623,0.06708860759493725,0.08467131760644477,0.0031158161407253276
2974,2975,Vieremä,2014,70.25,0,0,1.0,37.1666666666667,29.9166666666667,0.0,1760,3.9914772727272703,52.906287069988096,42.58600237247921,0.0,36.7,3816.0,15.7,60.4,24.0,1.8,-30.0,-30.0,68.8,12.4,30.7,153.7,23.4,42.8,32.5,0.03991477272727273,0.016998106060606078,0.02111742424242426,-0.06998813760379644,-0.05001690202128951,-0.0019964132767020387
2975,2976,Vieremä,2015,65.3333333333333,0,0,1.0,31.25,29.5,0.0,1723,3.79183594505707,47.8316326530612,45.1530612244898,0.0,37.3,3757.0,15.3,60.3,24.4,1.9,-22.0,-36.0,67.9,13.5,31.3,157.2,23.2,44.2,31.8,0.03791835945057069,0.017121300058038306,0.018136970400464306,0.15561224489795977,0.1603262808619958,0.006079309547098309
2980,2981,Vihti,2010,180.833333333333,0,0,0.0,87.8333333333333,79.0,8.58333333333333,14363,1.25902202418251,48.571428571428605,43.6866359447005,4.74654377880184,73.6,28311.0,21.1,66.5,12.4,2.4,203.0,182.0,76.1,6.8,17.5,109.4,3.1,27.1,67.6,0.012590220241825037,0.0055002436816821,0.006115249831743598,0.13456221198157073,0.13940127609364433,0.0017550927680104415
2981,2982,Vihti,2011,205.166666666667,0,0,0.0,99.5833333333333,85.5,13.833333333333302,14302,1.4345313009835499,48.5377741673436,41.6734362307067,6.7424857839155194,73.6,28581.0,20.9,66.0,13.2,2.6,178.0,38.0,76.9,6.7,17.9,108.3,3.0,25.7,68.8,0.014345313009835478,0.005978184869249056,0.006962895632312495,0.025182778229078773,0.01013875950618554,0.00014544367864767656
2982,2983,Vihti,2012,210.333333333333,0,0,0.0,111.083333333333,79.75,16.5833333333333,14515,1.44907566884832,52.812995245641794,37.916006339144204,7.88431061806656,73.5,28674.0,20.8,65.2,14.0,2.8,175.0,-144.0,76.7,7.3,18.4,110.9,2.8,25.6,69.5,0.014490756688483155,0.005494316224595246,0.007653002640946125,0.42353407290016215,0.4056188481731875,0.0058777240371404495
2983,2984,Vihti,2013,299.41666666666697,0,0,1.0,154.0,121.416666666667,22.5,14700,2.03684807256236,51.4333426106318,40.551071527971104,7.514611745059839,73.7,28929.0,20.5,64.7,14.8,3.0,171.0,3.0,75.6,9.3,19.0,115.7,2.8,24.6,70.6,0.020368480725623604,0.00825963718820864,0.010476190476190476,0.5719454494851095,0.5750526963009412,0.011712949760823606
2984,2985,Vihti,2014,470.666666666667,0,0,1.0,215.083333333333,206.25,47.3333333333333,14671,3.2081430486447204,45.6975920679887,43.820821529745,10.056657223796,74.4,28995.0,20.2,64.2,15.6,3.2,123.0,-79.0,74.7,10.6,19.5,120.1,2.7,23.5,72.1,0.03208143048644721,0.014058346397655238,0.014660441233271966,0.2754957507082137,0.26574662869590115,0.00852553199551525
2985,2986,Vihti,2015,600.333333333333,0,0,1.0,252.333333333333,279.41666666666697,67.5833333333333,14784,4.06069624819625,42.03220433092729,46.5435868961688,11.257634647418099,74.6,28919.0,19.8,63.7,16.5,3.5,84.0,-169.0,75.3,10.8,20.0,120.8,2.8,24.3,71.1,0.04060696248196246,0.01889993686868689,0.01706800144300142,0.01429761243753572,0.017256353183402046,0.0007007280862939003
2990,2991,Viitasaari,2010,62.5,0,0,0.0,26.8333333333333,28.0,0.833333333333333,3061,2.04181639986932,42.933333333333294,44.8,1.33333333333333,54.7,7174.0,13.4,59.9,26.7,0.7,-44.0,25.0,63.3,12.7,35.5,177.4,13.0,27.1,58.0,0.02041816399869324,0.00914733747141457,0.008766198410105619,0.0733333333333328,0.10361885567125675,0.0021157067884526454
2991,2992,Viitasaari,2011,67.0833333333333,0,0,0.0,32.8333333333333,26.9166666666667,0.833333333333333,2977,2.25338707871459,48.944099378882,40.1242236024845,1.24223602484472,55.1,7065.0,12.9,59.9,27.2,0.7,-83.0,-30.0,63.1,13.3,36.2,178.6,12.2,27.2,58.6,0.022533870787145884,0.009041540700929359,0.011029000111969533,0.14658385093167808,0.15122432520189064,0.0034076694039727323
2992,2993,Viitasaari,2012,76.9166666666667,0,0,0.0,37.0833333333333,34.0833333333333,0.0,2965,2.5941540191118597,48.212351029252396,44.312026002166796,0.0,56.1,6957.0,12.5,59.2,28.3,0.7,-57.0,-65.0,62.4,15.5,36.8,185.5,12.0,26.0,60.5,0.025941540191118617,0.01149522203485103,0.012507026419336695,0.27302275189599123,0.29043161004157736,0.0075342432846648676
2993,2994,Viitasaari,2013,97.9166666666667,0,0,1.0,40.6666666666667,51.0,0.0,2925,3.3475783475783505,41.531914893617,52.08510638297871,0.0,56.1,6895.0,12.4,58.6,29.0,0.7,-55.0,-26.0,62.3,17.0,36.9,189.2,12.2,23.8,62.9,0.033475783475783484,0.017435897435897435,0.013903133903133915,0.16851063829787533,0.18512261339156927,0.006197124522367349
2994,2995,Viitasaari,2014,114.416666666667,0,0,1.0,43.5,63.6666666666667,0.0,2884,3.96729079981507,38.018936635105604,55.644573925710105,0.0,56.4,6780.0,12.1,57.4,30.4,0.8,-67.0,-53.0,60.8,19.5,37.6,198.8,11.3,20.8,66.2,0.03967290799815083,0.02207582061950995,0.015083217753120666,0.5076474872541835,0.5134198932269631,0.02036886018841373
2995,2996,Viitasaari,2015,172.5,0,0,1.0,76.5833333333333,87.0833333333333,4.25,2873,6.00417681865646,44.3961352657005,50.483091787439605,2.4637681159420297,56.7,6666.0,11.9,56.8,31.3,0.6,-99.0,-21.0,60.0,21.4,38.1,205.8,11.3,22.0,65.2,0.060041768186564565,0.030310940944425095,0.026656224620025513,0.23285024154589565,0.2564663866482293,0.01539869533477882
3010,3011,Virolahti,2010,37.3333333333333,0,0,0.0,23.0833333333333,14.5,0.0,1559,2.3946974556339504,61.8303571428571,38.8392857142857,0.0,46.4,3516.0,13.8,62.0,24.2,3.9,-29.0,-1.0,65.7,10.1,33.7,157.6,13.8,11.2,73.5,0.023946974556339512,0.009300833867864015,0.014806499893093843,-0.09375000000000008,-0.0735450819672132,-0.0017611822066127582
3011,3012,Virolahti,2011,33.8333333333333,0,0,0.0,16.75,12.25,0.0,1525,2.21857923497268,49.507389162561594,36.2068965517241,0.0,46.7,3485.0,14.0,61.2,24.8,4.0,-24.0,-15.0,67.1,8.9,33.3,154.0,12.6,11.5,74.4,0.022185792349726754,0.008032786885245901,0.010983606557377049,-0.19950738916256178,-0.19581605301245492,-0.004344334290877411
3012,3013,Virolahti,2012,27.0833333333333,0,0,0.0,12.666666666666698,8.0,0.0,1518,1.78414580588494,46.769230769230795,29.538461538461497,0.0,47.0,3487.0,13.9,60.6,25.5,5.0,-22.0,-17.0,66.9,8.4,33.6,156.4,11.9,10.5,76.6,0.017841458058849343,0.005270092226613966,0.008344312692138799,-0.22769230769230553,-0.22257090389716172,-0.003970989447001399
3013,3014,Virolahti,2013,20.9166666666667,0,0,1.0,9.16666666666667,6.33333333333333,0.0,1508,1.3870468611847901,43.8247011952191,30.2788844621514,0.0,46.3,3435.0,13.8,60.3,25.9,4.8,-27.0,-36.0,68.0,8.5,33.9,153.1,11.4,10.8,77.0,0.013870468611847944,0.004199823165340405,0.006078691423519011,0.17928286852589612,0.19674196886746384,0.0027289033038093227
3014,3015,Virolahti,2014,24.6666666666667,0,0,1.0,9.25,10.0,0.0,1486,1.65993719156572,37.5,40.5405405405405,0.0,46.1,3399.0,14.1,59.1,26.8,5.0,-37.0,-4.0,66.2,13.6,34.1,165.8,11.6,7.7,79.5,0.016599371915657267,0.006729475100942127,0.006224764468371467,0.587837837837837,0.5910499170782373,0.009811057394300049
3015,3016,Virolahti,2015,39.1666666666667,0,0,1.0,17.75,16.8333333333333,0.0,1483,2.64104293099573,45.31914893617021,42.9787234042553,0.0,45.8,3347.0,14.2,58.1,27.8,5.2,-23.0,-44.0,65.8,14.9,34.3,169.5,10.9,7.9,79.9,0.026410429309957316,0.0113508653630029,0.011968981793661498,0.2936170212765955,0.29536397201430864,0.007800689303592109
3020,3021,Virrat,2010,37.3333333333333,0,0,0.0,24.75,14.083333333333302,0.0,3305,1.12960161371659,66.2946428571428,37.7232142857143,0.0,51.5,7514.0,13.1,60.6,26.3,1.6,-59.0,-50.0,63.6,11.1,35.1,171.9,12.6,29.1,56.2,0.011296016137165901,0.004261220373171952,0.007488653555219365,0.03794642857142949,0.07469077269065603,0.0008437081736110408
3021,3022,Virrat,2011,38.75,0,0,0.0,14.666666666666698,17.0833333333333,0.0,3192,1.21397243107769,37.8494623655914,44.0860215053763,0.0,51.5,7453.0,13.3,59.3,27.4,1.7,-53.0,-22.0,62.7,12.7,35.6,181.2,12.4,29.1,56.5,0.012139724310776942,0.005351921470342512,0.004594820384294079,0.5053763440860206,0.5450679390104755,0.006616974510230552
3022,3023,Virrat,2012,58.3333333333333,0,0,0.0,30.0,23.1666666666667,0.0,3110,1.8756698821007498,51.428571428571395,39.7142857142857,0.0,51.4,7384.0,13.3,57.9,28.8,1.6,-51.0,-26.0,62.8,12.7,36.4,184.4,11.5,27.4,59.0,0.018756698821007493,0.0074490889603429904,0.00964630225080386,-0.15142857142857094,-0.13045893151329674,-0.00244697888690535
3023,3024,Virrat,2013,49.5,0,0,1.0,20.6666666666667,22.9166666666667,0.0,3035,1.63097199341021,41.7508417508418,46.2962962962963,0.0,51.8,7280.0,13.3,56.4,30.3,1.5,-36.0,-67.0,62.9,14.3,37.3,191.8,12.0,25.8,60.8,0.016309719934102143,0.007550796265788039,0.0068094453596924875,-0.1801346801346808,-0.16331834371511647,-0.0026636764460949806
3024,3025,Virrat,2014,40.5833333333333,0,0,1.0,15.083333333333302,19.6666666666667,0.0,2974,1.36460434880072,37.1663244353183,48.45995893223821,0.0,51.1,7157.0,13.1,55.2,31.7,1.7,-52.0,-71.0,62.5,16.9,38.1,200.0,12.1,23.9,62.1,0.013646043488007163,0.0066128670701636515,0.005071732795337357,0.5728952772073926,0.6063841189611214,0.008274744057780371
3025,3026,Virrat,2015,63.8333333333333,0,0,1.0,25.25,26.4166666666667,3.75,2912,2.19207875457875,39.556135770235,41.3838120104439,5.874673629242821,51.3,7002.0,12.9,54.2,32.9,1.7,-75.0,-92.0,63.0,17.9,38.8,202.7,12.4,24.1,61.7,0.021920787545787534,0.00907165750915752,0.008671016483516484,0.5300261096605757,0.5524167356556084,0.012109409899044066
3050,3051,Ylitornio,2010,43.25,0,0,0.0,29.4166666666667,15.416666666666698,0.0,1881,2.29930887825625,68.0154142581888,35.645472061657,0.0,45.0,4731.0,12.5,59.6,27.8,1.0,-17.0,-72.0,57.4,15.0,36.8,208.0,13.8,16.3,65.1,0.022993088782562468,0.008195995038100317,0.015638844586213025,-0.00963391136801618,0.01796645503648164,0.00041310429576173896
3051,3052,Ylitornio,2011,42.8333333333333,0,0,0.0,23.25,14.333333333333302,0.0,1830,2.34061930783242,54.280155642023296,33.4630350194552,0.0,45.4,4650.0,12.2,59.3,28.6,1.1,-29.0,-50.0,59.7,14.1,37.3,198.5,12.1,15.9,66.9,0.023406193078324207,0.00783242258652093,0.012704918032786885,-0.015564202334628813,-0.002481999043394677,-5.809414882991179e-05
3052,3053,Ylitornio,2012,42.1666666666667,0,0,0.0,18.6666666666667,14.916666666666698,0.0,1806,2.33480989294943,44.2687747035573,35.3754940711462,0.0,46.1,4556.0,11.6,58.8,29.6,1.1,-55.0,-35.0,60.7,13.8,37.9,194.3,12.8,14.5,67.2,0.023348098929494295,0.008259505352528626,0.010335917312661516,0.30830039525691677,0.30181295528043617,0.007046758738090662
3053,3054,Ylitornio,2013,55.1666666666667,0,0,1.0,29.1666666666667,19.5,0.0,1815,3.03948576675849,52.8700906344411,35.3474320241692,0.0,46.4,4482.0,11.7,57.7,30.5,1.1,-43.0,-32.0,60.9,16.7,38.4,197.6,12.3,14.2,68.8,0.030394857667584957,0.010743801652892562,0.016069788797061543,0.5589123867069477,0.576281884051872,0.017516005842164346
3054,3055,Ylitornio,2014,86.0,0,0,1.0,39.5833333333333,42.0833333333333,0.0,1795,4.79108635097493,46.0271317829457,48.9341085271318,0.0,46.6,4348.0,11.1,56.6,32.3,1.0,-43.0,-90.0,61.4,18.7,39.2,200.9,13.1,13.6,68.1,0.0479108635097493,0.023444753946146684,0.022051996285979553,0.1114341085271314,0.10344260221581911,0.0049560243958554
3055,3056,Ylitornio,2015,95.5833333333333,0,0,1.0,47.1666666666667,43.9166666666667,0.0,1808,5.286688790560469,49.34612031386229,45.945945945946,0.0,46.7,4291.0,10.6,56.0,33.4,1.1,-50.0,-12.0,62.7,18.4,40.1,198.0,13.4,15.2,65.3,0.052866887905604704,0.024290191740412997,0.026087758112094413,0.02353966870095903,0.04080974185114385,0.002157484047901087
3060,3061,Ylivieska,2010,139.583333333333,0,0,0.0,67.25,64.4166666666667,4.0,6536,2.13560791513668,48.179104477611894,46.1492537313433,2.86567164179104,84.2,14067.0,20.4,64.3,15.3,0.6,113.0,61.0,68.5,10.8,21.7,140.8,4.0,20.8,74.1,0.02135607915136674,0.009855671154630768,0.010289167686658506,0.09134328358208976,0.09284812340930579,0.0019828718725850014
3061,3062,Ylivieska,2011,152.333333333333,0,0,0.0,72.4166666666667,69.75,5.75,6527,2.3338951023951804,47.5382932166302,45.787746170678304,3.7746170678337,84.4,14266.0,20.6,64.0,15.4,0.7,87.0,108.0,70.2,9.3,21.5,135.5,3.6,22.4,72.9,0.02333895102395174,0.010686379653745979,0.011094938971451923,0.0601750547045975,0.056129820216255705,0.001310011125010408
3062,3063,Ylivieska,2012,161.5,0,0,0.0,76.9166666666667,73.0833333333333,9.58333333333333,6552,2.4648962148962203,47.6264189886481,45.2528379772962,5.933952528379769,85.2,14533.0,20.9,63.3,15.8,0.7,122.0,128.0,69.1,10.5,21.4,140.9,3.6,22.0,73.4,0.024648962148962148,0.0111543549043549,0.011739417989417994,-0.008255933952526327,-0.026968086142101288,-0.0006647353345466053
